user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,label,cleaned_text
Ahmjus Ay'n: So - I'm a Nancy!,The Windmills of My Mind,"The variety of humanity fascinates. Rise above ignorance, goose the apathetic.
RememberDachauDems
Obama, my captain. #Resist!
Politics*Critters*Music*Art*Nature",2012-08-03 07:59:26,2343,4993,57065,False,2020-08-08,@IngrahamAngle Trump🇷🇺 still precedent after 161k #covid19 deaths.⚰️⚰️⚰️⚰️,['covid19'],Twitter Web App,False,true information,trump still precedent 161k deaths
Chandrakant Lahariya,"New Delhi, India","Medicine, Epidemiology, Vaccinology, Public Health | (Health) Systems, Policies & Strategies | Current focus: Pandemic | Tweet & Write in personal capacity |",2014-08-28 04:50:47,1404,522,1018,False,2020-08-01,"Focus on achieving 1 million #Covid19 tests per day in #India seems misplaced. 

Overall #India is doing far higher… https://t.co/9ACPdkoT6v","['Covid19', 'India', 'India']",Twitter for iPhone,False,unverified claim,focus achieving 1 million tests per day seems misplaced overall far higher
Ólafur Ragnar Grímsson,Iceland,"President of Iceland 1996-2016, Chairman of Arctic Circle @_Arctic_Circle. Reporting on the Arctic, climate, energy, oceans, geopolitics & international issues.",2018-08-24 14:45:52,3774,237,54,False,2020-08-09,If you want to be top informed on #COVID19 this interview is a MUST read! https://t.co/5sQSvdYymG,['COVID19'],Twitter for iPhone,False,true information,want top informed interview must read
Ian Campbell,"Wirral, Merseyside","Doctor, statistician:  DIY covid-19 international and UK charts at https://t.co/kFJGUZp2j3; 
analyses at https://t.co/6IhVDL4hFc.",2012-07-14 09:12:22,1299,273,1483,False,2020-07-31,"1/2. The chart shows the latest reported cases of #covid19 for the England regions.
Since 9 July, the England total… https://t.co/LHSxPJAS0r",['covid19'],Twitter Web App,False,true information,1 2 chart shows latest reported cases england regions since 9 july total
CubaNismS,Triangulating...,Flat Line All Across,2010-12-07 10:49:36,177,214,6378,False,2020-08-29,"covid CONFIRMED USA death : 9,250

#Covid19Millionaires #covid19
#qanons https://t.co/e8Av41XqrK","['Covid19Millionaires', 'covid19', 'qanons']",Twitter Web App,False,true information,covid confirmed usa death 9 250
NICO,"El Paso, TX",Life 🌺 Is 🌺 A🌺 Mystery 💚 ஓம் நமசிவாய 🔱ॐ नमः शिवाय,2010-07-24 01:19:21,2076,4984,35645,False,2020-08-08,@SputnikInt This as US schools begin to open now into the fall. Everyday is going to be a super spreader somewhere. #COVID19,['COVID19'],Twitter for Android,False,true information,us schools begin open fall everyday going super spreader somewhere
Jonathan Singer,"Chicago, IL",The first social work podcast by social workers for social workers. Big names talking about bigger ideas. Check out  https://t.co/wtGlysUOZt #SWTech #AAS20 #SPSM,2009-09-09 15:17:32,18464,944,36834,False,2020-08-29,"Lots of talk about #SelfCare in #COVID19. Listen to Erlene Grise-Owens, Jay Miller &amp; Mindy Eaves talk about the rol… https://t.co/5cEsuJIOGy","['SelfCare', 'COVID19']",IFTTT,False,unverified claim,lots talk listen erlene grise owens jay miller amp mindy eaves rol
Chandrakanta dalai,India,Official Tweeter account via Literature of English Student:@Chandra30845117,2020-07-17 00:37:43,45,47,622,False,2020-08-09,#NewZealand are now among the only countries of Earth to go 100 days or more without cases of #COVID19 in our commu… https://t.co/NTdrzoW1vN,"['NewZealand', 'COVID19']",Twitter for Android,False,true information,among countries earth go 100 days without cases commu
Adä Kilmister,,horrornight,2010-04-13 00:29:08,134,801,1608,False,2020-07-31,Yeahhh @IronMaiden en el @Wacken #WackenWorldWide  #Wacken #COVID19 https://t.co/TZCAnO1c9X,"['WackenWorldWide', 'Wacken', 'COVID19']",Twitter Web App,False,unverified claim,yeahhh en el
PIB in Mizoram,"Mizoram, India","Official Twitter account of Press Information Bureau, Government of India, Mizoram, Aizawl.",2017-10-20 08:54:10,3617,117,111,True,2020-08-22,"#Mizoram: 8 new #Covid19 positive cases detected during last 24 hrs.

Total Cases 903
Cured/Discharged 420
Active Cases 483","['Mizoram', 'Covid19']",Twitter for Android,False,true information,8 new positive cases detected last 24 hrs total 903 cured discharged 420 active 483
Mike,USA,Veteran US Navy Hospital Corpsman. Parler ID: mikeandersonsr #maga,2010-01-14 20:36:18,64902,61874,85098,False,2020-08-12,"I’ve noticed a new #COVID19 claim by liberals now that the mortality rate is below the flu, and recovery is &gt;98%.… https://t.co/rjfbcqXA6T",['COVID19'],Twitter for iPhone,False,unverified claim,noticed new claim liberals mortality rate flu recovery gt 98
Stefa_nee,,"Author/blogger,millionaire nxt door,Friend so hard,N2 Kyudo,herbs,tiny houses books, poetry, music, pets, RawFoods, microgreens,mushrooms,gardening,cider making",2009-07-19 01:03:56,3439,3034,77,False,2020-07-25,"#RiseAndGrind, Help others cope with #Covid19. #IFollowBack.","['RiseAndGrind', 'Covid19', 'IFollowBack']",Twitter Web App,False,unverified claim,help others cope
Cresa Houston,"Houston, TX",Cresa is the world’s most trusted occupier-centric commercial real estate firm. We strategize for the best possible results for occupiers everywhere.,2011-07-26 19:02:19,431,238,309,False,2020-07-31,Are we beginning to see some signs of the #COVID19 slump easing slightly? Houston petrochemical company LyondellBas… https://t.co/tAXsEhJpZH,['COVID19'],Twitter Web App,False,true information,beginning see signs slump easing slightly houston petrochemical company lyondellbas
Geoffrey Wilson Speakman,Brisbane Australia,"Born London 1947. Migrated to Australia 1953. Studied Architecture at Q.I.T. Retired builder. 4 children. Peace activist. Atheist, Progressive, Globalist.",2010-03-02 06:01:42,121,233,13,False,2020-07-25,"Can light stop the coronavirus? (David Brenner | TED2020 ) https://t.co/2AihaQNMNo via @TEDTalks
#covid19",['covid19'],Twitter for iPad,False,true information,light stop coronavirus david brenner ted2020 via
Ray Marx & Robyn Deane,Bli Bli Qld Australia,"True believer, veteran, artist, BSocSc. Views my own, though mostly my darling wife Robyn Deane - together seekers of a fairer progressive world.",2010-05-02 22:48:49,9162,8950,8434,False,2020-07-27,"Which mask works best? We filmed people coughing and sneezing to find out https://t.co/NhNjOJ0Kx1 
#COVID19
#WearAMask 
#Auspol #LNPfail","['COVID19', 'WearAMask', 'Auspol', 'LNPfail']",Twitter Web App,False,true information,mask works best filmed people coughing sneezing find
Dushyant Vachhani,,,2010-02-11 00:42:17,33,44,35,False,2020-08-14,@btswluv5 @ot7pinz_ Do in person #EarlyVoting (able &amp; willing) as it gets counted on Nov-3 EOD. e.g. #Florida's ear… https://t.co/kVAn8lsSaO,"['EarlyVoting', 'Florida']",Twitter Web App,False,true information,person able amp willing gets counted nov 3 eod e g ear
Lynn says #WearAMask 😷,,I'm a person who wants to do a lot of things trapped in the body of someone who wants to sleep a lot.,2013-02-22 14:19:59,3039,3003,79701,False,2020-07-25,"Was away on a week long break, had Freeview on the TV. I've not watched BBC or Sky for many years but the standard… https://t.co/9vUxmcTiVA",,Twitter for Android,False,true information,away week long break freeview tv watched bbc sky many years standard
Stuart Leavenworth,"Los Angeles, CA","California Enterprise Editor, @latimes. Formerly in chaotic capitals of DC, Beijing & Sacramento. Now living the simple COVID-19 life in the City of Angels.",2009-05-04 19:37:10,6185,4766,12850,True,2020-07-25,"Read this thread, in which @skarlamangla detangles the numbers everyone in LA should care about. #COVID19 https://t.co/oCTPKwQv9G",['COVID19'],Twitter Web App,False,unverified claim,read thread detangles numbers everyone la care
Ordinary Man,"Galway, Ireland",Nothing special. Nothing grand. Back on the Twitter box to speak some hard truths.,2020-07-23 15:07:27,1,57,2,False,2020-07-29,Oh the irony of it all. And people are wondering why case numbers are going up. The country can handle this virus p… https://t.co/unl0HEbyYE,,Twitter for Android,False,unverified claim,oh irony people wondering case numbers going country handle virus p
Song of the Caged Bird - #MECFS/PVFS-G93.3 ICD10,,"Canadian #MECFS patient. #BodyBattery #Garmin Priority-Living today. Biomarker for #MECFS #cognitivedifficulties
Put #MECFS on your agenda!",2018-10-16 18:50:23,617,2382,6840,False,2020-07-25,"@yipengGe @QueensUHealth @janephilpott That's great news! 
 What are MD's doing to unpack their  existing prejudice… https://t.co/pZWmRuFn7w",,Twitter Web App,False,unverified claim,great news md unpack existing prejudice
Anuj,"Gurugram, India","Founder of Broncos Services Pvt. Ltd, Gurugram Marathon, Gurugram Criterium & Gurugram Stadium Run  

Proud Owner of Six Pack Abs | Religion: Hindu",2009-11-10 19:07:56,336,201,430,False,2020-08-29,Things are looking better with Government Opening Markets &amp; Offices. Sports Leauge without an audience is a good to… https://t.co/kJQ92sRcR6,,Twitter Web App,False,unverified claim,things looking better government opening markets amp offices sports leauge without audience good
Washington News Line,"Washington, DC",Daily News from Washington and more 📰 Fun😂 Entertainment🎭 RTs ≠ endorsements,2015-01-13 15:34:13,12225,172,56083,False,2020-08-02,"🤱🏿Pregnant women, mothers and health workers have many questions and concerns about whether it is safe for mothers… https://t.co/k0rxYBdTjo",,Twitter for Android,False,unverified claim,pregnant women mothers health workers many questions concerns whether safe
Agit-Pop,"New York, USA",#Progressive #Satire #Videos #GIFS #Art #Photography,2017-06-12 21:08:58,83810,4534,18959,False,2020-07-25,@AprilDRyan @realDonaldTrump; patron saint of #COVID19 https://t.co/Wavxmd96NJ,['COVID19'],Twitter Web App,False,true information,patron saint
Chukwuemeka E. Duru,"Doha, Qatar","Nationality: Nigeria 
Tribe: Igbo
Work: Civil servant
Company: Qatar petroleum",2013-08-02 16:52:27,430,998,256,False,2020-08-13,“We are living in the world of pandemic. Life is not the same as it was before. We have to choose new ways of livin… https://t.co/FrQqRzhX2l,,Twitter Web App,False,true information,living world pandemic life choose new ways livin
kriszta satori,,"BBC journo,watches opp in Russia,FSU,E.Europe,US,Syria. No bbc spox,views own,some humour 😩 migrant. Header:The hate campaign loves you! https://t.co/Tb4fdPdE6",2010-01-17 21:40:20,8169,7084,34035,False,2020-08-22,"BBC News - Coronavirus pandemic could be over within two years - WHO head
https://t.co/9qZjscUakR #covid19",['covid19'],Twitter for Android,False,true information,bbc news coronavirus pandemic could within two years head
omanspire,Oman,Everything you need to know about Oman and its people,2018-02-22 08:10:43,3540,49,1016,False,2020-07-25,"Registration of (1067) new confirmed cases with coronavirus #COVID19 and (1054) new recoveries
in the Sultanate.… https://t.co/CoeI3WxGR9",['COVID19'],Twitter for iPhone,False,true information,registration 1067 new confirmed cases coronavirus 1054 recoveries sultanate
John Gravois,"Mansfield, TX","Former Houston Chronicle politics editor. Ex-deputy managing editor at Fort Worth Star-Telegram, Austin and Washington bureaus for Houston Post. Proud grandpa.",2009-06-01 22:46:02,3470,1977,13031,True,2020-08-09,"""I want to encourage our districts and schools to operate with transparency, and to ensure that students... are not… https://t.co/xZnbzK2qpp",,Twitter Web App,False,true information,want encourage districts schools operate transparency ensure students
Rakesh Juneja,"Mumbai, India","C.E.O, Optimystix Entertainment India Pvt Ltd. #EpicIQChallenge #CrimePatrolSatark #TeraKyaHogaAlia #BaalVeerReturns #RisingStar3 #LadiesSpecial #ComedyCircus",2011-07-14 17:30:59,3998,231,8593,False,2020-08-22,Everything can be taken from a man but one thing: the last of human freedoms - to choose one's attitude in any give… https://t.co/9zGc9lDSqx,,Twitter for iPhone,False,unverified claim,everything taken man one thing last human freedoms choose attitude give
Awoniyi oluasanmi samson,,Multilevel network marketer,2020-06-25 10:12:09,1,2,3,False,2020-07-28,"I will promote and share your link to 300m facebook, tumble, linkedin, twitter audience
  kindly click on the link… https://t.co/rs8I1ymUCT",,Twitter Web App,False,unverified claim,promote share link 300m facebook tumble linkedin twitter audience kindly click
The Pioneer,,Twitter account of India's leading independent right-thinking newspaper.,2012-01-21 16:23:26,22669,109,91,True,2020-07-26,"#Breaking: #Rajasthan's #COVID19 cases tally rises to 35,909 with 611 new infections today till 1030 hours. The num… https://t.co/yXjBPkdVh7","['Breaking', 'Rajasthan', 'COVID19']",Twitter for Android,False,true information,cases tally rises 35 909 611 new infections today till 1030 hours num
Berni,"Barcelona, Spain","Love you so much @ArianaGrande
Saw Ariana live at DWT (13 june 2017)
Arianator since 2014",2017-05-28 13:03:43,5969,3922,27334,False,2020-08-13,"COVID-19 UPDATED DATA 11th August 2020 #COVID19 #coronavirus 

WORLDWIDE ⚠️

There have been 20,637,374 cases of co… https://t.co/VxX5yYySNi","['COVID19', 'coronavirus']",Twitter Web App,False,true information,covid 19 updated data 11th august 2020 worldwide 20 637 374 cases co
Brenda M 🍯🐝,,Subscribe to my YT channel and get to know me! 💗 #BLM #DefendaDACA,2017-05-17 07:27:34,520,469,10780,False,2020-07-25,Give $2000/month to every American #moneyforthepeople #covid19 - Sign the Petition! https://t.co/opmupbT95U via @Change,"['moneyforthepeople', 'covid19']",Twitter Web App,False,true information,give 2000 month every american sign petition via
Just Amy,"The Universe, currently CO ","Cool. Kooky. Lovely. Sometimes Sad. Whimsical. Visionary.
 ₪ ø lll ·o.",2010-05-14 22:03:15,414,48,8785,False,2020-08-14,Anyone else sick of seeing rich and famous people not wearing masks or socially distancing while the rest of us fig… https://t.co/XMqcCYwtY1,,Twitter Web App,False,unverified claim,anyone else sick seeing rich famous people wearing masks socially distancing rest us fig
